firstname;lastname;gender;year_of_birth;age;zip;city;country;party_short;district;list;list_place_1;list_place_2;incumbent;LINK_personal_website;LINK_facebook;LINK_Twitter;LINK_Instagram;X;name_bfs;vorname_bfs
Christian;Trösch;m;1959;60;8192;Glattfelden;Schweiz;glp;Zürich;glp UnternehmerInnen;24;NA;0;NA;https://www.facebook.com/christian.trosch.3;NA;NA;NA;Trösch;Christian
Markus;Uhlmann;m;1965;54;8810;Horgen;Schweiz;glp;Zürich;glp UnternehmerInnen;31;NA;0;NA;https://www.facebook.com/markus.uhlmann.581;NA;NA;NA;Uhlmann;Markus
Karl;Viridén;m;1966;53;8952;Schlieren;Schweiz;glp;Zürich;glp UnternehmerInnen;12;NA;0;http://www.viriden-partner.ch;NA;NA;NA;NA;Viridén;Karl
Valérie;Vuillerat;f;1977;42;8002;Zürich;Schweiz;glp;Zürich;glp UnternehmerInnen;6;NA;0;https://www.valerievuillerat.ch;https://www.facebook.com/valerievuillerat;https://twitter.com/valeriewow;NA;NA;Vuillerat;Valérie
Dominic;Ziegler;m;1980;39;8703;Erlenbach;Schweiz;glp;Zürich;glp UnternehmerInnen;22;NA;0;http://www.arbofino.ch/;https://www.facebook.com/dominicaziegler;NA;NA;NA;Ziegler;Dominic
Mirko;Behrens;m;1970;49;5432;Neuenhof;Schweiz;glp;Aargau;glp-u – Grünliberale Unternehmer;3;NA;0;NA;NA;NA;NA;NA;Behrens;Mirko
Michael;Ganz;m;1971;48;5000;Aarau;Schweiz;glp;Aargau;glp-u – Grünliberale Unternehmer;8;NA;0;NA;NA;https://twitter.com/michaelganz;NA;NA;Ganz;Michael
Marcel;Grüninger;m;1961;58;5322;Koblenz;Schweiz;glp;Aargau;glp-u – Grünliberale Unternehmer;4;NA;0;NA;https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fmarcel.gruninger.1;https://twitter.com/marceljokama;https://www.instagram.com/iluroof/;NA;Grüninger;Marcel
Adrian;Höhn;m;1981;38;5600;Lenzburg;Schweiz;glp;Aargau;glp-u – Grünliberale Unternehmer;7;NA;0;NA;https://www.facebook.com/adrian.hoehn;NA;NA;NA;Höhn;Adrian
Beat;Hiller;m;1956;63;5600;Lenzburg;Schweiz;glp;Aargau;glp-u – Grünliberale Unternehmer;11;NA;0;https://beathiller.ch/;https://www.facebook.com/beat.hiller;https://twitter.com/@beathiller;NA;NA;Hiller;Beat
Marcel;Hug;m;1968;51;5430;Wettingen;Schweiz;glp;Aargau;glp-u – Grünliberale Unternehmer;12;NA;0;NA;NA;NA;NA;NA;Hug;Marcel
Urs;Lüthi;m;1960;59;5622;Waltenswil;Schweiz;glp;Aargau;glp-u – Grünliberale Unternehmer;13;NA;0;NA;NA;NA;NA;NA;Lüthi;Urs
Andreas;Mahler;m;1970;49;5442;Fislisbach;Schweiz;glp;Aargau;glp-u – Grünliberale Unternehmer;5;NA;0;http://www.andreasmahler.ch/;NA;https://twitter.com/MahlerAndreas;NA;NA;Mahler;Andreas
Raphael;Markstaller;m;1983;36;5033;Buchs;Schweiz;glp;Aargau;glp-u – Grünliberale Unternehmer;2;16;0;NA;NA;https://twitter.com/RMarkstaller;NA;NA;Markstaller;Raphael
Tomas;Nezel;m;1968;51;5415;Obersiggenthal;Schweiz;glp;Aargau;glp-u – Grünliberale Unternehmer;9;NA;0;http://www.siggenthal.grunliberale.ch/;NA;NA;NA;NA;Nezel;Tomas
Roland;Ringgenberg;m;1970;49;5034;Suhr;Schweiz;glp;Aargau;glp-u – Grünliberale Unternehmer;14;NA;0;https://www.rolandringgenberg.tech;NA;https://twitter.com/ringgi;https://www.instagram.com/roland.ringgenberg/;NA;Ringgenberg;Roland
Thomas;Scheuzger;m;1963;56;5053;Staffelbach;Schweiz;glp;Aargau;glp-u – Grünliberale Unternehmer;10;NA;0;ts@innoplan-sbhi.ch;NA;https://twitter.com/ThomasScheuzger;https://www.instagram.com/thomasscheuzger/;NA;Scheuzger;Thomas
Bernhard;Stöckli;m;1983;36;5070;Frick;Schweiz;glp;Aargau;glp-u – Grünliberale Unternehmer;6;NA;0;NA;NA;https://twitter.com/bestoeckli?lang=de;NA;NA;Stöckli;Bernhard
Vera;Zehnder;f;1975;44;5453;Remetschwil;Schweiz;glp;Aargau;glp-u – Grünliberale Unternehmer;1;15;0;http://www.smatvote.ch;NA;NA;NA;NA;Zehnder;Vera
Arnold;Amacher;m;1949;70;4142;Münchenstein;Schweiz;Grüne;Basel-Landschaft;Grüne;1;NA;0;NA;NA;NA;NA;NA;Amacher;Arnold
Vera;Anders;f;1965;54;8915;Hausen a.A.;Schweiz;Grüne;Zürich;Grüne;29;NA;0;NA;NA;NA;NA;NA;Anders Oettli;Vera
Bruno;Arnold;m;1977;42;8476;Unterstammheim;Schweiz;Grüne;Zürich;Grüne;24;NA;0;NA;NA;NA;NA;NA;Arnold;Bruno
Korintha;Bärtsch;f;1984;35;6006;Luzern;Schweiz;Grüne;Luzern;Grüne;7;NA;0;https://www.korinthabaertsch.ch/;https://www.facebook.com/Korinthabaertsch/;NA;NA;NA;Bärtsch;Korintha
Monika;Bätschmann;f;1954;65;8049;Zürich;Schweiz;Grüne;Zürich;Grüne;30;NA;0;https://gruenezuerich.ch/monika-baetschmann;NA;NA;NA;NA;Bätschmann;Monika
Daniel;Ballmer;m;1991;28;5000;Aarau;Schweiz;Grüne;Aargau;Grüne;15;NA;0;https://www.daniel-ballmer.ch;https://www.facebook.com/Ballmerpolitik;https://www.twitter.com/ballmerpolitik;NA;NA;Ballmer;Daniel
Dominik;Beeler;m;1994;25;4410;Liestal;Schweiz;Grüne;Basel-Landschaft;Grüne;6;NA;0;NA;NA;NA;https://www.instagram.com/dominik_beel/;NA;Beeler;Dominik
Marie-Theres;Beeler;f;1959;60;4410;Liestal;Schweiz;Grüne;Basel-Landschaft;Grüne;2;NA;0;NA;https://www.facebook.com/marietheres.beeler.3;https://twitter.com/mthbeeler;NA;NA;Beeler;Marie-Theres
Beat;Bloch;m;1963;56;8038;Zürich;Schweiz;Grüne;Zürich;Grüne;7;NA;0;www.beatbloch.ch;NA;NA;NA;NA;Bloch;Beat
Martin;Bossard;m;1961;58;5742;Kölliken;Schweiz;Grüne;Aargau;Grüne;10;NA;0;NA;NA;NA;NA;NA;Bossard;Martin
Florence;Brenzikofer;f;1975;44;4494;Oltingen;Schweiz;Grüne;Basel-Landschaft;Grüne;1;NA;0;http://www.florencebrenzikofer.ch;https://www.facebook.com/Florence-Brenzikofer-in-den-Nationalrat-900898629982366/;https://twitter.com/flobrenzikofer;https://www.instagram.com/florencebrenzikofer/;NA;Brenzikofer;Florence
Anika;Brunner;f;1999;20;8634;Hombrechtikon;Schweiz;Grüne;Zürich;Grüne;5;NA;0;https://anikabrunner.ch/;https://www.facebook.com/brunneranika/;https://twitter.com/brunner_anika;https://www.instagram.com/brunneranika_/;NA;Brunner;Anika
Nöelle;Bucher;f;1985;34;6005;Luzern;Schweiz;Grüne;Luzern;Grüne;5;NA;0;NA;NA;NA;NA;NA;Bucher;Noëlle
Julian;Croci;m;1995;24;8600;Dübendorf;Schweiz;Grüne;Zürich;Grüne;23;NA;0;NA;NA;https://twitter.com/crutschi?lang=en;https://www.instagram.com/juliancro/;NA;Croci;Julian
Bálint;Csontos;m;1995;24;4433;Ramlinsburg;Schweiz;Grüne;Basel-Landschaft;Grüne;7;NA;0;NA;https://www.facebook.com/realBalintCsontos/;https://twitter.com/BalintCsontos;https://www.instagram.com/realbalintcsontos/;NA;Csontos;Bálint
Renate;Dürr;f;1967;52;8405;Winterthur;Schweiz;Grüne;Zürich;Grüne;9;NA;0;https://winterthur.gruene-zh.ch/renate-d%C3%BCrr;https://www.facebook.com/renate.duerr1;https://twitter.com/Duerr67;https://www.instagram.com/renatedurr/;NA;Dürr;Renate
Markus;Dietschi;m;1957;62;8967;Widen;Schweiz;Grüne;Aargau;Grüne;14;NA;0;NA;https://www.facebook.com/mdietschi;https://twitter.com/markusdietschi;NA;NA;Dietschi;Markus
Urs;Dietschi;m;1954;65;8317;Tagelswangen;Schweiz;Grüne;Zürich;Grüne;19;NA;0;https://www.gruene-zh.ch/ursdietschi;NA;NA;NA;NA;Dietschi;Urs
Janine;Eggs;f;1993;26;4143;Dornach;Schweiz;Grüne;Solothurn;Grüne;6;NA;0;NA;NA;NA;NA;NA;Eggs;Janine
Anna;Engeler;f;1985;34;4600;Olten;Schweiz;Grüne;Solothurn;Grüne;1;NA;0;NA;NA;NA;NA;NA;Engeler;Anna
Peter;Erbacher;m;1952;67;4460;Gelterkinden;Schweiz;Grüne;Basel-Landschaft;Grüne;3;NA;0;NA;NA;NA;NA;NA;Erbacher;Peter
Rahel;Estermann;f;1987;32;6003;Luzern;Schweiz;Grüne;Luzern;Grüne;4;NA;0;https://rahelestermann.ch;NA;https://twitter.com/rahel_estermann/;NA;NA;Estermann;Rahel
Connie;Fauver;f;1971;48;5233;Villigen (Stilli);Schweiz;Grüne;Aargau;Grüne;8;NA;0;NA;NA;https://twitter.com/conniefauver?lang=de;NA;NA;Fauver;Connie
Karin;Fehr Thoma;f;1963;56;8610;Uster;Schweiz;Grüne;Zürich;Grüne;14;NA;0;https://www.karin-fehr.ch/;https://www.facebook.com/karinfehrthoma/;https://twitter.com/KarinFehr1;NA;NA;Fehr Thoma;Karin
Andreas;Fischer Bargetzi;m;1977;42;4313;Möhlin;Schweiz;Grüne;Aargau;Grüne;11;NA;0;NA;NA;NA;NA;NA;Fischer Bargetzi;Andreas
Thomas;Forrer;m;1972;47;8703;Erlenbach;Schweiz;Grüne;Zürich;Grüne;15;NA;0;NA;NA;NA;NA;NA;Forrer;Thomas
Katharina;Frei Glowatz;f;1968;51;8404;Winterthur;Schweiz;Grüne;Zürich;Grüne;34;NA;0;https://winterthur.gruene-zh.ch/katharina-frei-glowatz;NA;NA;NA;NA;Frei Glowatz;Katharina
Monique;Frey;f;1965;54;6032;Emmen;Schweiz;Grüne;Luzern;Grüne;2;NA;0;http://moniquefrey.ch;https://www.facebook.com/monique.frey.18;https://twitter.com/MoniqueFrey3;NA;NA;Frey;Monique
Madeleine;Göschke-Chiquet;f;1944;75;4102;Binningen;Schweiz;Grüne;Basel-Landschaft;Grüne;4;NA;0;NA;NA;NA;NA;NA;Göschke-Chiquet;Madeleine
David;Galeuchet;m;1971;48;8180;Bülach;Schweiz;Grüne;Zürich;Grüne;8;NA;0;http://www.galeuchet.ch;http://facebook.com/david.galeuchet/;http://twitter.com/DGaleuchet;https://www.instagram.com/david.galeuchet/;NA;Galeuchet;David
David;Gerke;m;1985;34;4562;Biberist;Schweiz;Grüne;Solothurn;Grüne;4;NA;0;https://www.gerke.ch/;https://www.facebook.com/david.gerke.85;https://twitter.com/DavidGerke85;NA;NA;Gerke;David
Bastien;Girod;m;1980;39;8041;Zürich;Schweiz;Grüne;Zürich;Grüne;4;NA;1;http://www.bastiengirod.ch;https://www.facebook.com/bastien.girod/;https://twitter.com/bastiengirod;https://www.instagram.com/bastien.girod/;NA;Girod;Bastien
Balthasar;Glättli;m;1972;47;8005;Zürich;Schweiz;Grüne;Zürich;Grüne;3;NA;1;https://www.balthasar-glaettli.ch;https://www.facebook.com/glaettli.ch;https://twitter.com/bglaettli;https://www.instagram.com/balthasar.glaettli/;NA;Glättli;Balthasar
Tamy;Glauser;f;1985;34;8001;Zürich;Schweiz;Grüne;Zürich;Grüne;10;NA;0;NA;NA;https://twitter.com/tamyglauser?lang=en;https://www.instagram.com/tamynation/;NA;NA;NA
Martin;Graf;m;1954;65;8307;Effretikon;Schweiz;Grüne;Zürich;Grüne;32;NA;0;https://www.martingraf.ch/;NA;NA;NA;NA;Graf;Martin
Maya;Graf;f;1962;57;4450;Sissach;Schweiz;Grüne;Basel-Landschaft;Grüne;2;NA;1;NA;NA;https://twitter.com/nr_mayagraf;https://www.instagram.com/mayagrafbl/;NA;Graf;Maya
Anna-Tina;Groelly;f;1989;30;4460;Gelterkinden;Schweiz;Grüne;Basel-Landschaft;Grüne;5;NA;0;NA;NA;NA;NA;NA;Groelly;Anna-Tina
Christiane;Guyer;f;1963;56;4800;Zofingen;Schweiz;Grüne;Aargau;Grüne;5;NA;0;NA;https://www.facebook.com/christiane.guyer;NA;NA;NA;Guyer;Christiane
Esther;Guyer;f;1951;68;8037;Zürich;Schweiz;Grüne;Zürich;Grüne;34;NA;0;NA;https://www.facebook.com/esther.guyer.7;NA;NA;NA;Guyer;Esther
Gertrud;Häseli;f;1963;56;5064;Wittnau;Schweiz;Grüne;Aargau;Grüne;7;NA;0;NA;NA;NA;NA;NA;Häseli;Gertrud
Edith;Häusler;f;1960;59;8802;Kilchberg;Schweiz;Grüne;Zürich;Grüne;13;NA;0;NA;NA;NA;NA;NA;Häusler;Edith
Daniel;Hölzle;m;1981;38;4800;Zofingen;Schweiz;Grüne;Aargau;Grüne;16;NA;0;NA;https://www.facebook.com/people/Daniel-H%C3%B6lzle/100008259498624;https://twitter.com/hoeuzli?lang=de;NA;NA;Hölzle;Daniel
Andrea;Hadorn-Stuker;f;1963;56;8625;Gossau ZH;Schweiz;Grüne;Zürich;Grüne;22;NA;0;NA;NA;NA;NA;NA;Hadorn-Stuker;Andrea
Andreas;Hofer;m;1965;54;6210;Sursee;Schweiz;Grüne;Luzern;Grüne;6;NA;0;https://www.gruene-luzern.ch/?p=personen&showperson=andreashofer;NA;NA;NA;NA;Hofer;Andreas
Irène;Kälin;f;1987;32;5108;Oberflachs;Schweiz;Grüne;Aargau;Grüne;1;NA;1;NA;https://www.facebook.com/irene.kalin.5;https://twitter.com/KaelinIrene;NA;NA;Kälin;Irène
Simon;Kälin-Werth;m;1964;55;8038;Zürich;Schweiz;Grüne;Zürich;Grüne;16;NA;0;NA;NA;NA;NA;NA;Kälin-Werth;Simon
Magdalena;Küng;f;1989;30;5610;Wohlen;Schweiz;Grüne;Aargau;Grüne;6;NA;0;NA;NA;NA;NA;NA;Küng;Magdalena
Regula;Kaeser-Stöckli;f;1961;58;8302;Kloten;Schweiz;Grüne;Zürich;Grüne;26;NA;0;http://www.regula-kaeser-stoeckli.ch/;NA;NA;NA;NA;Kaeser-Stöckli;Regula
Maurus;Kaufmann;m;1990;29;5703;Seon;Schweiz;Grüne;Aargau;Grüne;13;NA;0;NA;NA;NA;NA;NA;Kaufmann;Maurus
Christian;Keller;m;1968;51;5415;Nussbaumen;Schweiz;Grüne;Aargau;Grüne;12;NA;0;NA;NA;https://twitter.com/krick68;NA;NA;Keller;Christian
Gabi;Kisker;f;1961;58;8001;Zürich;Schweiz;Grüne;Zürich;Grüne;25;NA;0;https://gruenezuerich.ch/gabi-kisker;NA;NA;NA;NA;Kisker;Gabi
Mirjam;Kosch;f;1985;34;5000;Aarau;Schweiz;Grüne;Aargau;Grüne;4;NA;0;NA;https://www.facebook.com/mirjam.kosch;https://twitter.com/mirjko;NA;NA;Kosch;Mirjam
Muammer;Kurtulmus;m;1964;55;8055;Zürich;Schweiz;Grüne;Zürich;Grüne;20;NA;0;NA;https://www.facebook.com/Muammer-Kurtulmus-564496597408038/;https://twitter.com/muammerzuerich?lang=en;NA;NA;Kurtulmus;Muammer
Gina;Mühlebach;f;1991;28;6022;Grosswangen;Schweiz;Grüne;Luzern;Grüne;9;NA;0;NA;NA;NA;NA;NA;Mühlebach;Gina
Ruth;Müri;f;1970;49;5405;Baden-Dättwil;Schweiz;Grüne;Aargau;Grüne;2;NA;0;NA;https://www.facebook.com/ruth.muri;https://twitter.com/ruthmueri;NA;NA;Müri;Ruth
Luca;Maggi;m;1990;29;8004;Zürich;Schweiz;Grüne;Zürich;Grüne;31;NA;0;https://www.lucamaggi.ch/;https://www.facebook.com/luca.maggi.96;https://twitter.com/LucaMaggiJG;NA;NA;Maggi;Luca
Maurice;Maggi;m;1955;64;8003;Zürich;Schweiz;Grüne;Zürich;Grüne;27;NA;0;https://www.maurice-maggi.ch/;NA;https://twitter.com/maurice_maggi;https://www.instagram.com/mauricemaggi/;NA;Maggi;Maurice
Elena;Marti;f;1995;24;8005;Zürich;Schweiz;Grüne;Zürich;Grüne;17;NA;0;http://www.elenamarti.ch/;https://www.facebook.com/elemazh/;https://twitter.com/EleMaZH;NA;NA;Marti;Elena
Simone;Meier;f;1982;37;4123;Allschwil;Schweiz;Grüne;Basel-Landschaft;Grüne;4;NA;0;http://www.simonechristinameier.ch/;https://www.facebook.com/simone.christina.meier;NA;NA;NA;Meier;Simone
Felix;Moser;m;1968;51;8050;Zürich;Schweiz;Grüne;Zürich;Grüne;11;NA;0;https://about.me/felix.moser;https://www.facebook.com/FelixMoser.ch/;https://twitter.com/felix_moser?lang=en;https://www.instagram.com/felixmoser/;NA;Moser;Felix
Lucas;Neff;m;1961;58;8953;Dietikon;Schweiz;Grüne;Zürich;Grüne;12;NA;0;https://gruene-zh.ch/lucasneff;NA;NA;NA;NA;Neff;Lucas
Robert;Obrist;m;1958;61;5107;Schinznach;Schweiz;Grüne;Aargau;Grüne;9;NA;0;NA;https://www.facebook.com/profile.php?id=100009356714067;NA;NA;NA;Obrist;Robert
Katharina;Prelicz-Huber;f;1959;60;8005;Zürich;Schweiz;Grüne;Zürich;Grüne;1;NA;0;https://prelicz-huber.ch/;https://www.facebook.com/katharina.preliczhuber;https://twitter.com/kprelicz?lang=en;NA;NA;Prelicz-Huber;Katharina
Gabi;Reiss;f;1965;54;8166;Niederweningen;Schweiz;Grüne;Zürich;Grüne;18;NA;0;NA;https://www.facebook.com/gabi.reiss.1;https://twitter.com/reiss_gabi;NA;NA;Reiss-Wenger;Gabriela (Gabi)
Silvia;Rigoni;f;1962;57;8048;Zürich;Schweiz;Grüne;Zürich;Grüne;21;NA;0;NA;NA;NA;NA;NA;Rigoni;Silvia
Christof;Schauwecker;m;1986;33;4500;Solothurn;Schweiz;Grüne;Solothurn;Grüne;3;NA;0;NA;https://www.facebook.com/cschauwecker;NA;https://www.instagram.com/cschauwe/;NA;Schauwecker;Christof
Marionna;Schlatter-Schmid;f;1980;39;8340;Hinwil;Schweiz;Grüne;Zürich;Grüne;2;NA;0;http://marionnaschlatter.ch/;https://www.facebook.com/marionnaschlatter;https://twitter.com/marionnasch;https://www.instagram.com/marionnaschlatter/;NA;Schlatter-Schmid;Marionna
Meret;Schneider;f;1992;27;8610;Uster;Schweiz;Grüne;Zürich;Grüne;6;NA;0;https://gruene-zh.ch/meret-schneider;https://www.facebook.com/meret.schneider;https://twitter.com/schneimere?lang=en;NA;NA;Schneider;Meret
Philipp;Schoch;m;1973;46;4133;Pratteln;Schweiz;Grüne;Basel-Landschaft;Grüne;3;NA;0;NA;NA;https://twitter.com/philipp_schoch;https://www.instagram.com/schoch_philipp/;NA;Schoch;Philipp
Kim;Schweri;f;1984;35;5417;Untersiggenthal;Schweiz;Grüne;Aargau;Grüne;3;NA;0;NA;https://www.facebook.com/kim.schweri;https://twitter.com/kim_in_cloud?lang=de;NA;NA;Schweri;Kim
Irène;Stübi;f;1940;79;4434;Hölstein;Schweiz;Grüne;Basel-Landschaft;Grüne;6;NA;0;NA;NA;NA;NA;NA;Stübi;Irène
Peter;Stamm;m;1963;56;8400;Winterthur;Schweiz;Grüne;Zürich;Grüne;35;NA;0;http://www.peterstamm.ch;https://www.facebook.com/autorstamm;NA;NA;NA;Stamm;Peter
Kathy;Steiner;f;1963;56;8057;Zürich;Schweiz;Grüne;Zürich;Grüne;33;NA;0;https://gruenezuerich.ch/kathy-steiner;NA;NA;NA;NA;Steiner;Katharina (Kathy)
Lotti;Stokar;f;1955;64;4104;Oberwil;Schweiz;Grüne;Basel-Landschaft;Grüne;5;NA;0;NA;https://de-de.facebook.com/lotti.stokarhildbrand;NA;NA;NA;Stokar;Lotti
Hans;Stutz;m;1952;67;6003;Luzern;Schweiz;Grüne;Luzern;Grüne;8;NA;0;http://www.hans-stutz.ch;https://www.facebook.com/hans.stutz.7;https://twitter.com/HansStutz1?lang=de;NA;NA;Stutz;Hans
Michael;Töngi;m;1967;52;6010;Kriens;Schweiz;Grüne;Luzern;Grüne;1;NA;1;http://www.michael-toengi.ch;https://www.facebook.com/michaeltoengi/;https://twitter.com/mtoengi;NA;NA;Töngi;Michael
Beat;Von Scarpatetti;m;1941;78;4102;Binningen;Schweiz;Grüne;Basel-Landschaft;Grüne;7;NA;0;NA;NA;NA;NA;NA;von Scarpatetti;Beat
Felix;Wettstein;m;1958;61;4600;Olten;Schweiz;Grüne;Solothurn;Grüne;5;NA;0;http://www.felix-wettstein.ch;https://www.facebook.com/felixwettstein.olten/;https://twitter.com/FelixWettstein;NA;NA;Wettstein;Felix
Martin;Wunderli;m;1957;62;8620;Wetzikon;Schweiz;Grüne;Zürich;Grüne;28;NA;0;NA;NA;NA;NA;NA;Wunderli;Martin
Barbara;Wyss Flück;f;1963;56;4500;Solothurn;Schweiz;Grüne;Solothurn;Grüne;2;NA;0;NA;https://www.facebook.com/wyssflueck/;https://twitter.com/bwyssf;https://www.instagram.com/bwyssflueck/;NA;Wyss Flück;Barbara
Samuel;Zbinden;m;1999;20;6210;Sursee;Schweiz;Grüne;Luzern;Grüne;3;NA;0;NA;https://www.facebook.com/samuel.zbinden.7;https://twitter.com/samuel_zbinden;https://www.instagram.com/samuelzbinden/;NA;Zbinden;Samuel
Marco;Fäh;m;1973;46;8722;Kaltbrunn;Schweiz;Grüne;St. Gallen;Grüne - Hauptliste;10;NA;0;NA;NA;NA;NA;NA;Fäh;Marco
Yvonne;Gilli;f;1957;62;9500;Wil;Schweiz;Grüne;St. Gallen;Grüne - Hauptliste;3;NA;0;https://www.yvonne-gilli.ch;https://www.facebook.com/gilliyvonne;https://twitter.com/YvonneGilli;NA;NA;Gilli;Yvonne
Meinrad;Gschwend;m;1958;61;9450;Altstätten;Schweiz;Grüne;St. Gallen;Grüne - Hauptliste;8;NA;0;NA;NA;NA;NA;NA;Gschwend;Meinrad
Eva;Noger;f;1961;58;9500;Wil;Schweiz;Grüne;St. Gallen;Grüne - Hauptliste;11;NA;0;NA;NA;NA;NA;NA;Noger;Eva
Basil;Oberholzer;m;1990;29;9008;St.Gallen;Schweiz;Grüne;St. Gallen;Grüne - Hauptliste;6;NA;0;NA;https://www.facebook.com/Basil-Oberholzer-in-den-Nationalrat-137291239688458/;https://twitter.com/basiloberholzer;NA;NA;Oberholzer;Basil
Franziska;Ryser;f;1991;28;9010;St.Gallen;Schweiz;Grüne;St. Gallen;Grüne - Hauptliste;1;NA;0;http://www.franziskaryser.ch;https://www.facebook.com/FranziskaRyserSG/;https://twitter.com/FranziskaRyser;https://www.instagram.com/franziska_far/;NA;Ryser;Franziska
Thomas;Schwager;m;1964;55;9016;St.Gallen;Schweiz;Grüne;St. Gallen;Grüne - Hauptliste;12;NA;0;NA;https://www.facebook.com/tschwager;https://twitter.com/ThomasSchwSG;NA;NA;Schwager;Thomas
Daniel;Stutz;m;1959;60;9552;Bronschhofen;Schweiz;Grüne;St. Gallen;Grüne - Hauptliste;4;NA;0;http://www.danielstutz.ch/;https://www.facebook.com/DStutzWil;https://twitter.com/DStutzWil;NA;NA;Stutz;Daniel
Rahel;Würmli;f;1968;51;8645;Rapperswil-Jona;Schweiz;Grüne;St. Gallen;Grüne - Hauptliste;7;NA;0;NA;NA;NA;NA;NA;Würmli;Rahel
Franziska;Wenk;f;1981;38;9000;St.Gallen;Schweiz;Grüne;St. Gallen;Grüne - Hauptliste;9;NA;0;NA;https://www.facebook.com/franziskawenksg;NA;NA;NA;Wenk;Franziska
Patrick;Ziltener;m;1967;52;9016;St.Gallen;Schweiz;Grüne;St. Gallen;Grüne - Hauptliste;2;NA;0;http://patrick-ziltener.ch/;NA;NA;NA;NA;Ziltener;Patrick
Tanja;Zschokke;f;1965;54;8645;Rapperswil-Jona;Schweiz;Grüne;St. Gallen;Grüne - Hauptliste;5;NA;0;NA;NA;NA;NA;NA;Zschokke;Tanja
Sophie;Achermann;f;1993;26;3008;Bern;Schweiz;Grüne;Bern;Grüne - Les Verts;5;NA;0;NA;https://www.facebook.com/sophie.achermann;https://twitter.com/SophieAchermann;NA;NA;Achermann;Sophie
Dominique;Bühler;f;1983;36;3145;Niederscherli;Schweiz;Grüne;Bern;Grüne - Les Verts;7;NA;0;NA;NA;https://twitter.com/dobuehler;https://www.instagram.com/do67mi/;NA;Bühler;Dominique
Christine;Badertscher;f;1982;37;4934;Madiswil;Schweiz;Grüne;Bern;Grüne - Les Verts;3;NA;0;NA;https://www.facebook.com/christine.badertscher;https://twitter.com/ChBadertscher;https://www.instagram.com/christinebadertscher/;NA;Badertscher;Christine
Kilian;Baumann;m;1980;39;3262;Suberg;Schweiz;Grüne;Bern;Grüne - Les Verts;4;NA;0;http://www.kilianbaumann.ch;https://www.facebook.com/kilian.baumann.520;https://twitter.com/Kilian_Baumann;https://www.instagram.com/baumann.kilian/;NA;Baumann;Kilian
Daniel;Brélaz;m;1950;69;1000;Lausanne 27;Schweiz;Grüne;Waadt;Grüne - Les Verts;2;NA;1;NA;https://www.facebook.com/daniel.brelaz.9;NA;NA;NA;Brélaz;Daniel
Daniel;Brügger;m;1958;61;3700;Spiez;Schweiz;Grüne;Bern;Grüne - Les Verts;6;NA;0;NA;NA;NA;NA;NA;Brügger;Dani
Xavier;Company;m;1988;31;1005;Lausanne;Schweiz;Grüne;Waadt;Grüne - Les Verts;10;NA;0;NA;https://www.facebook.com/xavier.compa;https://twitter.com/XavCompany;NA;NA;Company;Xavier
Andrea;de Meuron;f;1973;46;3600;Thun;Schweiz;Grüne;Bern;Grüne - Les Verts;8;NA;0;NA;https://www.facebook.com/andrea.demeuron;https://twitter.com/AndreaDeMeuron;https://www.instagram.com/demeuronandrea/;NA;de Meuron;Andrea
Anna;de Quervain;f;1991;28;3400;Burgdorf;Schweiz;Grüne;Bern;Grüne - Les Verts;9;NA;0;NA;https://www.facebook.com/adequervain;https://twitter.com/annadequervain;NA;NA;de Quervain;Anna
Lena;Frank;f;1989;30;2502;Biel/Bienne;Schweiz;Grüne;Bern;Grüne - Les Verts;11;NA;0;NA;https://www.facebook.com/lena.frank.161;https://twitter.com/lena_fra;https://www.instagram.com/lenafrank/;NA;Frank;Lena
Pascal;Gemperli;m;1978;41;1110;Morges;Schweiz;Grüne;Waadt;Grüne - Les Verts;14;NA;0;https://blogs.letemps.ch/pascal-gemperli/;https://www.facebook.com/gemperlipascal;https://twitter.com/gempepas;NA;NA;Gemperli;Pascal
Thomas;Gerber;m;1967;52;3032;Hinterkappelen;Schweiz;Grüne;Bern;Grüne - Les Verts;12;NA;0;NA;NA;NA;NA;NA;Gerber;Thomas
Sabine;Glauser Krug;f;1980;39;1443;Champvent;Schweiz;Grüne;Waadt;Grüne - Les Verts;19;NA;0;NA;NA;NA;NA;NA;Glauser Krug;Sabine
Lukas;Gutzwiller;m;1966;53;3015;Bern;Schweiz;Grüne;Bern;Grüne - Les Verts;13;NA;0;NA;https://www.facebook.com/lukas.gutzwiller;https://twitter.com/LGutzwiller;NA;NA;Gutzwiller;Lukas
Brigitte;Hilty Haller;f;1969;50;3006;Bern;Schweiz;Grüne;Bern;Grüne - Les Verts;14;NA;0;NA;https://www.facebook.com/brigitte.hiltyhaller;NA;https://www.instagram.com/hiltyhaller/;NA;Hilty Haller;Brigitte
Natalie;Imboden;f;1970;49;3013;Bern;Schweiz;Grüne;Bern;Grüne - Les Verts;15;NA;0;http://www.natalieimboden.ch;http://www.facebook.com/natalieimboden;https://twitter.com/natalieimboden;https://www.instagram.com/imbodennatalie/;NA;Imboden;Natalie
Nathalie;Jaccard;f;1969;50;1020;Renens;Schweiz;Grüne;Waadt;Grüne - Les Verts;17;NA;0;NA;NA;https://twitter.com/JaccardNatalie;NA;NA;Jaccard;Nathalie
